id	target	response	score	question
howen65	crust	plates	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
bsher79	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
spark85	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
xande62	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jrey59	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
abegl55	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mcain54	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
alara95	crust	mantle	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
kcoll69	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mwilb70	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
crami87	crust	mantle	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mdeli73	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
hrhon74	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
wmcne94	crust	mantle	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
sevan90	crust	plateau	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
dmosi93	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
aruss55	crust	fault	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
sbouf97	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
ghays66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jmorr34	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
cloy77	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jflem89	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
ahayw86	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jbrad94	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
egetz07	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
bconk64	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
iguey66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mbrow71	crust	mantle	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
eirel61	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
hpatt80	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
ggreg66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
brobi54	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
enoer61	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jbarb51	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
eside63	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
dmont59	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
aboer60	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
rburg66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
epete74	crust	mantle	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
lcarn56	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jblak74	crust	fold	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
aklem75	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jwalt55	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
shall79	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
lpuck85	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
kseit94	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
abarn71	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
sfran66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
abeec66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
kshat69	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
cfros55	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
lgurl88	crust	fold	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
icruz76	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
aprat71	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
ryosh64	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
bbuga71	crust	Crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mmorg96	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mbatt84	crust	"crust"	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
cpere94	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
sfros91	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
tdelu72	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
kaoki90	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
lmohr62	crust	"crust"	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
lkric66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jdaug60	crust	"crust"	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mumho63	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mfroo55	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
ncasa56	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
sogle73	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
ddigr96	crust	the crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
cmerc92	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
iflan59	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mgonz82	crust	mantle	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
sfran66	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
bzhan76	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
rhass95	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
zkazi85	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mhamm65	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
wmathi31	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
rkunk88	crust	"crust"	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
zyou89	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
mvemu68	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
owhit92	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
idiet54	crust	mantle	0	"The earth is made of layers. The ______________ is the thinnest, outer layer."
cwood92	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
egu53	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
cmoor96	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
yelle61	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
jselb77	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
pobri85	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
agu52	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
rcai50	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
sye90	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
olans59	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
dzhan71	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
aange64	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
abail54	crust	crust	1	"The earth is made of layers. The ______________ is the thinnest, outer layer."
xande62	mantle	mantle	1	The ______________ is the layer that lies beneath the crust.
bsher79	mantle	mantle	1	The ______________ is the layer that lies beneath the crust.
spark85	mantle	mantle	1	The ______________ is the layer that lies beneath the crust.
mcain54	mantle	mantle	1	The ______________ is the layer that lies beneath the crust.
jrey59	mantle	mantle	1	The ______________ is the layer that lies beneath the crust.
